Department Level 1,Department Level 2,Department Level 3,Role,Employment type,Time with organisation,,Age group,Gender,Which of the following building blocks do you work in? ,Mobility outside the office,Your main office location,"Other offices (including clients, partners, suppliers or serviced offices)",Working while travelling between locations,Home,Elsewhere,"Working from home, what type of work setting do you use most often?","In your workplace, what type of work setting do you use most often?",Mobility inside the office,"Individual focused work, desk based",Individual focused work away from your desk,Individual routine tasks,Reading,Collaborating on focused work,Collaborating on creative work,"Informal, un-planned meetings",Planned meetings,Informal social interaction,Business confidential discussions,Private conversations,Telephone conversations,Thinking/creative thinking,Learning from others,Audio conferences,Spreading out paper or materials,Using technical/specialist equipment or materials,Relaxing/taking a break,Larger group meetings or audiences,"Hosting visitors, clients or customers",Video conferences,Meeting rooms (large),Meeting rooms (small),Desk/room booking systems,Quiet rooms for working alone or in pairs,Informal work areas/break-out zones,Accessibility of colleagues,Variety of different types of workspace,Desk,Chair,Ability to personalise my workstation,Space between work settings,Dividers (between desk/areas),People walking past your workstation,Personal storage,Shared storage,Archive storage,General décor,Plants & greenery,Art & photography,Atriums & communal areas,Air quality,Temperature control,Noise levels,Natural light,Office lighting,Mail & post room services,IT Help desk,"Hospitality services (e.g. guest reception/services, catering, meeting services)",Restaurant/canteen,"Tea, coffee & other refreshment facilities","Leisure facilities onsite or nearby (e.g. gym, fitness/wellness centre)",Reception areas,General tidiness,General cleanliness,Security,Health & safety provision,"Access (e.g. lifts, stairways, ramps)",Internal signage,Shower facilities,Toilets/W.C.,"Parking (e.g. car, motorbike or bicycle)",Telephone equipment,Printing/copying/scanning equipment,"Computing equipment, fixed (desktop)","Computing equipment, mobile (e.g. laptop, tablet)",Wired in-office network connectivity,WiFi network connectivity in the office,Remote access to work files or network,Audio-Visual equipment,Guest/visitor network access,Workplace culture,"Corporate image (for visitors, clients, potential recruits etc.)",Environmental sustainability,It enables me to work productively,It enables us to work productively,It supports me sharing ideas/knowledge amongst colleagues,It creates an enjoyable environment to work in,It contributes to a sense of community at work,It's a place I'm proud to bring visitors to,The design of my workplace is important to me,What aspects of the Pier 4 *space* are your favorite and what could we work to improve?
Consulting,Project Leader,Principal Investors & Private Equity,People Manager,Full time,18 months - 3 years,,25-34,Female,Pier 4 - Boston ,I primarily work there and rarely need to work elsewhere,75,0,0,25,0,A dedicated work area (but not a separate room),A meeting room,I perform some of my activities at a single work setting but often use other locations within the office,2,0,2,0,3,3,3,3,3,1,1,3,2,0,3,0,0,3,0,0,0,2,0,1,2,2,1,2,2,2,0,0,0,0,1,0,0,1,2,0,2,0,0,0,2,1,1,2,2,2,2,2,2,2,2,2,0,1,0,2,1,0,2,1,0,2,0,2,0,2,0,2,3,0,2,3,2,3,3,3,2,"I love the windows, the views, the natural lighting and furniture placement that allows us to take advantage of it. The barista is fantastic. The monitors are great and all the furniture works well (especially the adjustable desks). My biggest pet peeve has been printer function although it's been getting better. The idea is great but I am seeing more confidential material accidentally exposed here than I was in the old office -- because the printers aren't always stocked with paper, they don't give warnings when they are not stocked, and there is no obvious way to delete a job after it's been ""released"" -- so it comes out hours later when someone else puts paper in."
NAMR ,Other ,HR / People / D&I / Benefits,Individual Contributor,Full time,0 - 6 months,,18-25,Female,Pier 4 - NAMR ,I primarily work there and rarely need to work elsewhere,100,0,0,0,0,-99,"A workstation, assigned solely to you, in an open plan office area",I perform the majority of my activities at a single work setting but also use other locations within the office,3,3,0,0,3,0,0,3,3,3,0,3,3,3,3,1,2,3,2,3,3,2,1,2,2,0,2,1,2,2,1,2,2,1,1,1,0,2,2,2,2,2,-1,1,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1,1,2,-1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,"The barista, the large meeting rooms, the views, and the pier 4 concierge staff are AMAZING! You could work to improve snacks - cliff bars and cereal would be great :) "
NAMR ,Senior Manager (SM) ,Operations ,People Manager,Full time,0 - 6 months,,35-44,Male,Pier 4 - Boston ,I primarily work there and rarely need to work elsewhere,65,0,0,35,0,A dedicated work room or office,A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,3,0,0,0,-1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,2,2,0,2,2,0,2,2,-1,1,1,0,0,-1,0,0,2,-1,-1,2,2,0,0,1,1,2,2,1,-3,2,2,-1,1,1,1,1,2,-1,1,1,-3,0,2,0,2,0,2,2,2,0,3,3,3,2,3,3,3,3,3,3,"favorite: Barista coffee bar, bathrooms, monitors, free food. not so favorites:computer docks are buggy, dedicated neighborhoods for teams- dont like to scour for a place to sit every day i come in to work, discounted parking garage(~$15 per day would be great), more variety of food"
Other,,,Individual Contributor,Full time,0 - 6 months,,25-34,Female,Pier 4 - Boston ,I primarily work there and rarely need to work elsewhere,100,0,0,0,0,-99,"A workstation, assigned solely to you, in an open plan office area",I perform most/all of my activities at a single work setting and rarely use other locations within the office,3,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,2,0,0,0,2,2,1,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,1,1,1,2,2,2,1,1,0,1,2,0,1,1,1,1,1,1,1,1,1,3,3,2,2,2,2,3,2,3,2,Barista and the cleanliness of the office.  New snacks would be nice!
Consulting,Local BST,,Individual Contributor,Full time,0 - 6 months,,35-44,Male,Pier 4 - Boston ,I primarily work there and rarely need to work elsewhere,100,0,0,0,0,-99,"A workstation, assigned solely to you, in a shared office (enclosed room or space)",I perform some of my activities at a single work setting but often use other locations within the office,3,3,3,3,3,3,3,3,0,0,0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,0,2,2,2,0,0,0,2,2,0,2,0,1,2,1,0,0,2,0,2,2,2,2,2,2,0,2,1,0,0,0,2,0,0,0,0,2,0,2,0,2,0,2,0,3,3,0,3,3,3,3,3,3,3,"Favorite aspects: sunshine, open spaces, smiles, snacks, espresso, good maps.    Not sure what could be improved."
NAMR ,Other ,Operations ,Individual Contributor,Full time,0 - 6 months,,25-34,Female,Pier 4 - Boston ,I primarily work there and rarely need to work elsewhere,100,0,0,0,0,-99,"A workstation, assigned solely to you, in an open plan office area",I perform the majority of my activities at a single work setting but also use other locations within the office,1,2,3,-1,3,3,1,3,1,-1,-1,-2,1,3,-1,1,2,-1,2,3,1,1,0,-2,-1,1,2,0,2,0,2,-1,-1,-1,-1,0,0,2,0,2,0,1,0,0,0,-1,2,1,2,1,2,2,2,2,1,2,2,2,0,0,1,0,2,2,0,0,2,2,2,0,2,2,3,1,1,2,3,2,2,3,3,
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",Marketing,People Manager,Full time,Over 12 years,,55-64,Female,Pier 4 - Global Services ,I primarily work there but attend meetings off-site or work elsewhere,80,0,0,20,0,A dedicated work area (but not a separate room),A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,-1,-1,0,0,1,1,1,1,0,0,0,-1,1,0,1,-2,0,0,0,0,-1,1,1,0,0,0,1,0,1,1,0,0,0,-1,0,1,1,2,2,2,2,0,-1,-1,1,1,1,2,2,2,2,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,2,2,Favorite: open multi-purpose spaces  Improve: Reliability of technology
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",Finance,People Manager,Full time,8 - 12 years,,35-44,Male,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,90,0,0,10,0,A dedicated work area (but not a separate room),A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,2,0,0,0,3,3,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,0,2,0,1,0,2,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,-1,0,1,2,3,3,1,-1,2,2,"Generally I think the office and space is great. Only real issue I find is the free seating etc doesn't allow for the type of community you formed with your coworkers in the past. We are all different places everyday and as a result you don't make those connections over time that you did in the past. I'm still in contact and love to see my old marketing colleagues (I'm in finance)that I sat next to 5-6 years ago, but have yet to make connections/friends like that outside my immediate team in the free seating atmosphere. Last thing, make the lockers all the size of the ""daily"" ones or bigger. A drawer is not enough for some of us that like to keep things there e.g. shoes, gym clothes, food etc."
Consulting,Local BST,,Individual Contributor,Full time,3 - 8 years,,35-44,Female,Pier 4 - Boston ,I primarily work there and rarely need to work elsewhere,100,0,0,0,0,-99,"A workstation, assigned solely to you, in an open plan office area",I perform the majority of my activities at a single work setting but also use other locations within the office,2,0,1,1,2,0,1,3,3,3,-1,-1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,0,0,0,0,0,1,2,0,1,1,2,2,2,3,3,
Global Services (GS),Senior Manager / Director (SM),Finance,People Manager,Full time,8 - 12 years,,35-44,Female,Pier 4 - Global Services ,I primarily work there but attend meetings off-site or work elsewhere,60,0,0,40,0,A non-work specific home location (such as a dining table),A quiet room/private office (available for flexible use),I perform some of my activities at a single work setting but often use other locations within the office,-1,-1,0,-1,1,0,1,2,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,1,-1,-2,0,-1,0,0,0,-3,0,-3,0,-1,0,0,0,0,0,0,0,0,-2,0,0,0,1,1,0,2,0,0,1,-1,0,0,0,0,0,1,0,0,1,0,-1,0,1,1,0,0,2,2,2,-1,-1,1,0,0,1,-1,"I like the Café, the variety of rooms, and the overall design.  I dislike the accessibility of the location coming from North Station.  I dislike the concept of shared/flexible workstations, especially during cold & flu season.  I miss having my own personalized work space.  There is a lot of noise/chatter in an open workspace and not enough spaces to work alone quietly without noise/distraction.  Offices are often booked up by people who aren't working in them, and personally, they don't need to be so large for one person."
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",Partner Services,People Manager,Full time,3 - 8 years,,25-34,Male,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,90,0,0,10,0,A non-work specific home location (such as a dining table),A flexible/non-allocated workstation,I perform most/all of my activities at a single work setting and rarely use other locations within the office,-3,0,0,-3,0,-3,0,1,0,-3,-3,-3,0,0,0,-3,-3,0,1,0,1,1,1,0,0,0,0,0,0,0,-2,-2,-2,0,-2,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,-2,0,0,-2,0,0,0,0,-2,0,-3,0,0,-3,-3,-3,-3,-3,0,3,workspace has actually decreased teaming and interaction not increased. help foster that change. commute is becoming increasing worse with recent changes and creates unhappy employees.
Consulting,Project Leader,Consumer,People Manager,Full time,18 months - 3 years,,25-34,Female,Pier 4 - Boston ,I regularly work there but primarily work off-site or work elsewhere,20,65,10,5,0,A non-work specific home location (such as a dining table),A quiet room/private office (available for flexible use),I perform most/all of my activities at a single work setting and rarely use other locations within the office,3,0,0,0,3,0,2,3,3,3,3,3,0,3,3,3,0,1,3,3,3,2,2,2,2,2,0,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,-1,2,2,2,0,0,2,3,2,3,3,2,2,2,3,-1,
Global Services (GS),Senior Manager / Director (SM),HR / People ,Senior Leader,Full time,3 - 8 years,,45-54,Female,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,90,0,0,10,0,A dedicated work room or office,A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,2,2,0,0,2,0,2,2,2,2,0,0,0,0,1,0,0,0,2,0,1,2,2,1,1,1,0,2,2,2,0,0,1,1,-1,-1,0,2,2,2,2,1,2,1,2,-1,0,1,2,2,2,0,2,1,0,2,2,2,2,0,2,1,0,2,2,2,2,2,2,2,2,2,3,-2,3,3,2,3,3,3,3,"Love the many different work space options. Love the cafes and central open stair. Our areas and workstations could be a little cleaner and we have a lot of ""special"" people who sit in the designated offices all day when doing individual work so it is very hard to find space for a video call when you need a power supply.Also, the plastic cups and cutlery in the kitchen make me fear for the environment. We have dishwashers, can't we wash real silverwear. Finally - it would be great if we had guidance on what is recyclable versus trash because people are using them inconsistently and I fear that we are ruining the recycling with trash "
Global Services (GS),Senior Manager / Director (SM),HR / People ,Senior Leader,Full time,18 months - 3 years,,35-44,Female,Pier 4 - Boston ,I primarily work there but attend meetings off-site or work elsewhere,75,10,0,15,0,A dedicated work room or office,A quiet room/private office (available for flexible use),I perform some of my activities at a single work setting but often use other locations within the office,-2,0,1,-1,1,-1,0,1,0,-1,-1,1,-2,-1,0,0,0,0,0,0,2,2,0,-1,-3,0,-1,0,-2,-1,-1,0,-1,0,0,0,0,2,2,2,2,-1,-2,-1,0,-1,1,1,2,-3,2,2,2,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,2,0,-1,-1,-1,1,-1,2,2,"Love the natural light (could dim the lights as they are too bright given all natural lights we have).  the café is great along with the snacks, drinks, etc.  All great perks to have.  And great staff who support the office.  What's missing is ergonomic friendly accommodations.  Sit to stand is nice but has to presume a certain common height and does not support ergonomic use of keyboards and displays.  Not a lot of support for accommodations when needed. Space is very crowded and time is lost having to look for a place to sit, a place to put your coat, then configuring your space to fit your needs.  I probably spend 10-15 min a day doing that across meeting rooms, individual seating, arrival and departure.  That equals approximately 70 hours a year I'm spending unnecessarily. That's almost two weeks of work time a year lost because I'm fiddling with seats, keyboards, mice, displays, power, brightness, cold, etc.  And I never know where anyone is so the flexibility of moving place to place doesn't facilitate me sitting with my team and getting work done.  "
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",HR / People ,Individual Contributor,Full time,0 - 6 months,,45-54,Female,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,100,0,0,0,0,-99,A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,2,0,0,0,3,3,3,3,3,0,0,1,2,2,3,0,0,3,3,0,3,1,1,1,2,2,1,2,1,2,-2,2,0,0,1,0,0,2,2,1,2,0,-1,-1,2,0,0,2,0,0,2,-1,2,1,1,1,1,2,2,0,2,0,0,2,0,-1,0,2,0,-1,0,1,3,2,2,2,2,3,3,3,3,"Need a more dedicated ""team"" space - Favorite part is barista/snacks and common areas"
Global Services (GS),Core Staff (CS),HR / People ,Individual Contributor,Full time,6 - 18 months,,25-34,Female,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,85,0,0,15,0,A dedicated work area (but not a separate room),A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,1,0,1,0,0,0,1,2,0,-2,-2,0,0,0,3,0,0,0,0,0,3,1,1,-1,0,0,0,0,1,1,-2,0,0,0,-1,0,0,0,0,0,0,0,-1,0,1,0,0,2,2,2,2,0,0,1,1,2,0,2,0,0,2,0,2,2,2,0,2,2,1,0,0,0,2,3,-1,1,1,1,0,3,1,"Office is beautiful, enjoyable to come to work.  Great views of Seaport.  Areas to improve: more conference rooms with privacy screens.  There is only a couple per floor (and two are large rooms) and they are always booked.  It's challenging to find rooms that we can share confidential information.  "
NAMR ,"Manager, Supervisor, Specialist (MSS)",HR / People / D&I / Benefits,People Manager,Full time,18 months - 3 years,,25-34,Female,Pier 4 - NAMR ,I regularly work there but primarily work off-site or work elsewhere,40,20,10,30,0,A non-work specific home location (such as a dining table),A flexible/non-allocated workstation,I use multiple work settings and rarely base myself at a single location within the office,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,0,0,0,3,3,3,2,2,2,2,2,0,2,2,2,0,0,0,0,0,1,0,2,2,2,2,0,1,1,2,2,0,2,2,0,2,2,0,2,2,2,0,0,0,0,0,0,2,2,0,2,0,2,2,0,0,3,3,0,3,3,3,3,3,3,3,"The overall aesthetics and flexibility of the space make it a place that I want to go to every day. It stimulates collaboration, creativity and sense of community. It's overall a positive environment and I think the team did an amazing job at creating a space that fits all different work styles. One area for improvement would be in the women's bathrooms. Would be great to have some sort of small shelf inside the stalls for smaller items like our badges/phones, or event a tampon or something. They did put in one table but sometimes you forget to put your phone down or badge when you first walk in, or don't want to leave a cell on the table. "
Consulting,Project Leader,Principal Investors & Private Equity,People Manager,Full time,18 months - 3 years,,35-44,Male,Pier 4 - Boston ,I primarily work there and rarely need to work elsewhere,95,0,5,0,0,-99,A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,-2,0,1,1,1,-2,0,2,1,-1,-2,-2,-1,0,2,1,0,2,2,0,2,2,1,-1,-1,0,0,0,0,0,0,0,-1,-2,-2,0,0,0,0,0,0,0,-1,-1,1,1,-1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,-1,1,1,1,-1,0,1,1,0,1,-1,3,1,-2,1,2,-1,1,2,2,
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",Marketing,Individual Contributor,Full time,0 - 6 months,,35-44,Male,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,100,0,0,0,0,-99,A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,2,3,3,3,3,2,2,3,2,3,3,-1,2,0,3,0,2,2,2,0,3,2,2,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,2,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,3,1,3,2,2,3,2,3,0,Favorite - The Kitchens and their stocked food is great! Beautiful office one of the best I have ever seen!  Improvements - The main building lobby is big and empty. Maybe provide seating options and lots of greenery.  
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",HR / People ,People Manager,Full time,3 - 8 years,,45-54,Male,Pier 4 - Global Services ,I primarily work there but attend meetings off-site or work elsewhere,80,0,0,20,0,A dedicated work area (but not a separate room),A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,-1,2,0,0,3,3,3,3,3,0,-2,0,2,0,0,0,0,3,3,3,-1,2,2,0,1,2,1,2,-1,1,0,0,0,0,1,0,0,2,2,0,2,0,0,-1,2,-1,2,2,2,0,2,2,2,-1,-2,0,0,0,-1,0,1,2,-1,2,0,0,0,2,1,1,2,3,3,-1,1,3,3,3,3,3,3,"Pier 4 is an absolutely amazing place overall. I'm very proud to work here, I've literally shown it off to friends and family, and I come into the office more than expected despite a longer commute than before moving here. It also falls short on many tiny details. For example, I'm typing at an open desk, I'm not pounding on the keyboard, and the monitor is shaking. I'm tall, but if I stand and raise the desk and monitor, the monitor shakes so much it's distracting. Telephone rooms are fantastic idea, with very terrible audio quality and even worse lighting if you use WebEx. There's almost no sound dampening in them, and the lighting is so bright that WebEx looks unprofessional to those on the receiving end. I'm also surprised at the amount of litter and junk that's around after only ~6 months. Some of this is up to individual employees and groups, not BCG or office services, but I do think a LOT more can be done to keep this office clean and tidy. "
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",IT,People Manager,Full time,18 months - 3 years,,25-34,Female,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,60,0,0,40,0,A dedicated work room or office,A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,2,0,0,0,3,3,2,3,0,0,2,2,2,0,3,0,0,0,3,0,3,2,1,1,0,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,2,0,1,2,0,0,2,0,1,0,2,0,2,2,0,0,0,0,0,2,1,0,1,0,0,0,2,2,0,1,2,2,2,3,3,2,3,2,3,2,
